das	Produkt/ -e	the product
das	Eisen	the iron (a type of metal) (no plural)
die	Bude/ -n	the outdoor booth, the stall, the stand, the hut
das	Halloween/ -s	the Halloween
die	Anlage/ -n	the facility/ the construction/ the installation
die	Kasse/ -n	the till, the cash register
der	Fußball/ -"e	the football, (the) soccer (ball)
die	Bekannte/ -n	the female acquaintance
der	Politiker/ -	the politician
die	Tüte/ -n	the bag ('Tasche' or ...)
der	Schein/ -e	the bill (USA)/ bank note
der	Liter/ -	the liter
der	Friseur/ -e	the male hair stylist
die	Diskussion/ -en	the discussion
die	Anzahl	the quantity (no plural) (Menge, ... )
das	Trinkgeld/ -er	the tip, gratuity (for services in a restaurant, club, bar)
die	Fahne/ -n	the flag
der	Erzähler/ -	the male narrator
die	Münze/ -n	the coin
das	Paket/ -e	the parcel, package, packet (not Packung)
der	Diebstahl/ -"e	the theft
der	Donner	the thunder (no plural)
der	Herbst/ -e	the fall, autumn
der	Betrieb/ -e	the plant, the enterprise, firm, business ('B_')
der	Gegensatz/ -"e	the opposite (Gegenteil, ... )
die	Wirtschaft/ -en	the economy
der	Anlass/ -"e	the occasion (Gelegenheit, or ...)
der	Rang/ -"e	the rank
der	Zentimeter	the centimeter (no plural)
der	Bach/ -"e	the stream
der	Vati/ -s	the dad
das	Kissen/ -	the pillow
die	Werkstatt/ -"en	the workshop
die	Konferenz/ -en	the conference, meeting
der	Ausflug/ -"e	the trip, excursion, getaway, outing, jaunt ('A_')
der	Assistent/ -en/ -en	the assistant
das	Bargeld	the cash (no plural)
das	Gemälde/ -	the painting
der	Hahn/ -"e	the rooster
der	Sänger/ -	the male singer
der	Verwandte/ -n	the male relative
die	Rente/ -n	the pension ('R_')
der	Stall/ -"e	the stable, stall
die	Verwandte/ -n	the female relative
die	Länge/ -n	the length
das	Missverständnis/ -se	the misunderstanding
die	Haltung/ -en	the stance, attitude, posture ('Einstellung' or ...)
die	Medien	the media (plural only)
die	Frisur/ -en	the hairstyle
die	Zeugin/ -nen	the female witness
die	Eifersucht	the jealousy (no plural)
der	Honig	the honey (no plural)
der	Irre/ -n	the lunatic, crazy person ('I_')
der	Detektiv/ -e	the detective
das	Kleingeld/ -er	the change (as in money) ('K_')
das	Werkzeug/ -e	the tool
der	Tabak/ -e	the tobacco
die	Gestalt/ -en	the shape, figure (personality, character in a novel) form
der	Kredit/ -e	the credit
der	Rollstuhl/ -"e	the wheelchair
das	Metall/ -e	the metal
der	Geschäftsmann/ -"er	the businessman, (not Kaufmann)
der	Apfel/ -"	the apple
der	Krach/ -"e	the noise (no plural), racket, row
die	Orange/ -n	the orange
die	CD/ -s	the compact disc
die	Feuerwehr/ -en	the fire brigade
das	Gramm/ -e	the gram
die	Schublade/ -n	the drawer
der	Kosmos/ die Kosmen	the cosmos
die	Kneipe/ -n	the bar, pub, tavern
das	Konzept/ -e	the concept ('K_')
der	Bezug/ -"e	the reference, pillow/cushion cover
der	Schwager	the brother-in-law
das	Gemüse	the vegetables (no plural)
die	Gemeinschaft/ -en	the community, fellowship
der	Aufenthalt/ -e	the stopover, the stay, the residence
die	Praxis/ die Praxen	the practice (medical, etc.)
das	Silber	the silver, (no plural)
der	Topf/ -"e	the pot
die	Autorität/ -en	the authority (Behörde, ... )
die	Qualität/ -en	the quality
die	Hinsicht/ -en	the respect, regard ('Respekt' or ...)
der	Autounfall/ -"e	the car accident
der	Einbrecher/ -	the male burglar
der	Fuchs/ -"e	the fox
der	Teenager/ -	the teenager
die	Konkurrenz/ -en	the competition (spelling Bee), competitive, rivalry (i.e. a competing business, sports team, etc)
der	Babysitter/ -	the babysitter
der	Maler/ -	the painter
die	Dose/ -n	the can
der	Fortschritt/ -e	the progress
der	Lastwagen/ -	the truck, the lorry
der	Tango/ -s	the tango
der	Löffel/ -	the spoon
die	Schicht/ -en	the layer, shift (work shift), stratum (of earth)
die	Burg/ -en	the castle ('B_')
der	Wohnwagen/ -	The RV, Trailer, caravan
der	Buchhalter/ -	the bookkeeper
der	Dampf/ -"e	the steam
der	Euro/ -s	the euro
die	Garderobe/ -n	the dressing room (not 'U...')
der	Italiener/ -	the male Italian person
der	Schoß/ -"e	the lap (of one's legs)
die	Schweiz	the Switzerland (no plural)
die	Schere/ -n	the scissors
der	Sprecher/ -	the speaker
die	Wende/ -n	the turn, turnaround, reversal, turning point, rebound
die	Auswahl/ -en	the choice, selection, variety
der	Mangel/ -"	the lack
die	Branche/ -n	the branch
die	Beschreibung/ -en	the description, specification
die	Hauptstadt/ -"e	the capital city
der	Rekord/ -e	the record ('R...')
der	Verkäufer/ -	the salesman
das	Detail/ -s	the detail
die	Torte/ -n	the cake, pie, tart
die	Kreditkarte/ -n	the credit card
die	Analyse/ -n	the analysis
der	Student/ -en/ -en	the student
die	Autobahn/ -en	the interstate, highway, motorway
die	Masse/ -n	Mass, bulk, crowd
die	Strategie/ -n	the strategy
die	Kommission/ -en	the commission
die	Zeile/ -n	the line of text
die	Messe/ -n	1. the mass (a type of musical composition) 2. the trade fair
der	Vorhang/ -"e	the curtain
der	Braten/ -	the roast meat, the roast
der	Eintritt/ -e	the entrance, occurrence, admission (to an event/show)
der	Farmer/ -	the farmer ('F_')
der	Adler/ -	the eagle
die	Niederlage/ -n	the defeat
der	Jazz	the jazz (no plural)
die	Ausrede/ -n	the excuse
die	Fähre/ -n	the ferry
der	Zoll/ -"e	the customs (at an airport)
das	Stadion/ die Stadien	the stadium
das	Schaf/ -e	the sheep
die	Alternative/ -n	the alternative
das	Griechenland	the Greece (no plural)
der	Löwe/ -n	the lion
die	Zeitschrift/ -en	the magazine, journal, periodical
der	Hamburger/ -	the hamburger
der	Anschlag/ -"e	the attack ('Angriff' or ...)
der	Ober/ -	the (head) waiter
das	Tuch/ -e	cloth, scarf, blanket, towel
der	Becher/ -	the beaker, the cup
der	Abschnitt/ -e	stage, segment , paragraph, article, section, passage
die	Zahlung/ -en	the payment
das	Blei	the lead (an element) (no plural)
der	Lippenstift/ -e	the lipstick
die	Landschaft/ -en	the landscape
der	Hausmeister/ -	the janitor, the caretaker
der	Haken/ -	the hook, peg, snag, hitch (a problem)
der	Bewohner/ -	the inhabitant ('B_')
das	Hobby/ -s	the hobby
die	Venus	the Venus (no plural)
der	Busch/ -"e	the bush
die	Handtasche/ -n	the handbag
der	Tänzer/ -	the dancer
der	Ingenieur/ -e	the male engineer
der	Händler/ -	the merchant, retailer, dealer
die	Union/ -en	the union
der	Kamin/ -e	the chimney, fireplace, mantle (Schornstein, or ...)
das	Taschentuch/ -"er	the handkerchief
die	Kapelle/ -n	the chapel, the band
die	Note/ -n	the mark, the grade, the musical note
die	Feder/ -n	the feather
die	Kerze/ -n	the candle
das	Zeitalter/ -	the era, epoch, age (Epoche, Zeitraum, or ...)
der	Ausländer/ -	the foreigner (not 'Fremder')
die	Wolke/ -n	the cloud
die	Armut	the poverty (no plural)
der	Seemann/ -"er	the seaman
das	Lebensmittel/ -	the food, the groceries
der	Klub/ -s	the club ('Club', ..., 'Verein')
die	Sängerin/ -nen	the female singer
der	Chor/ -"e	the choir
die	Komödie/ -n	the comedy
die	Einrichtung/ -en	the establishment, institution, device
der	Balkon/ -e	the balcony
der	Abfall/ -"e	waste, refuse, garbage, rubbish (Müll)
die	Ausgabe/ -n	the expense, expenditure, edition (publishing), issuance
der	Einwohner/ -	the inhabitant ('E_')
die	Fahrkarte/ -n	the ticket (for a train / bus)
das	Kinn/ -e	the chin
die	Freizeit/ -en	the free time
das	Gewitter/ -	the thunderstorm
die	Handschrift/ -en	the handwriting
die	Pflanze/ -n	the plant
der	Nachtisch/ -e	the dessert (not D...)
der	Luxus	the luxury (no plural)
das	Orchester/ -	the orchestra
das	Fach/ -"er	the field of study, the subject
das	Dokument/ -e	the document
der	Treffpunkt/ -e	the meeting place
der	Bräutigam/ -e	the bridegroom
das	Picknick/ -s	the picnic
die	Klimaanlage/ -n	the air conditioning
die	Börse/ -n	the stock market ('B-')
das	Kennzeichen/ -	the label, the distinguishing mark
der	Russe/ -n/ -n	the male Russian person
der	Fotograf/ -en/ -en	the photographer
das	Lamm/ -"er	the lamb
das	Plastik	the plastic (no plural)
die	Umwelt/ -en	the environment, surroundings, surrounding area (Umfeld, Umgebung, or ...)
der	Effekt/ -e	the effect, the impact
der	Wechsel/ -	the change ('w_')
die	Schrift/ -en	the font, writing (handwriting, typeface, etc.), script
die	Zinsen	the bank interest (plural only)
die	Soße/ -n	the sauce
die	Pension/ -en	the pension ('P_')
der	Beamte/ -n	the civil servant
der	Kasten/ -"	the case, the box
das	Geschlecht/ -er	the gender
der	Passagier/ -e	the passenger ('P_')
das	Feuerwerk/ -e	the fireworks
die	Kurve/ -n	the curve
der	Journalist/ -en/ -en	the journalist
das	Bedürfnis/ -se	the need, requirement (not 'A_,' 'N_')
die	Kaiserin/ -nen	the empress
der	Bekannte/ -n	the male acquaintance
die	Apotheke/ -n	the pharmacy
die	Geige/ -n	the violin
die	Bildung/ -en	the education
der	Produzent/ -en/ -en	the producer
die	Lehre/ -n	the apprenticeship
der	Kamm/ -"e	the comb
der	Hörer/ -	the listener, the (telephone) receiver
die	Verletzung/ -en	the injury
der	Verband/ -"e	the bandage, association, union, syndicate
die	Kommunikation/ -en	the communication
die	Chemie/ -n	the chemistry
die	Abkürzung/ -en (Abk.)	the abbreviation (abbr.)
die	Bestimmung/ -en	the provision, purpose, determination, determining, term (not 'Bed_')
der	Weltraum	the outer space (no plural) (All, Weltall, or ...)
der	Supermarkt/ -"e	the supermarket
die	Pille/ -n	the pill (Tablette or ...)
der	Nerv/ -en	the nerve
das	Leder/ -	the leather
die	Zusammenarbeit	the collaboration, cooperation (not K..., M...)
die	Unterkunft/ -"e	the accommodation, housing, lodging
die	Vorschrift/ -en	the provision, regulation, rule
die	Reinigung/ -en	the purification/ the cleansing/ the dry cleaning
der	Vorname/ -ns/ -n	the first name, given name
der	Mechaniker/ -	the mechanic
das	Rathaus/ -"er	the city hall
die	Provinz/ -en	the province
die	Badewanne/ -n	the bathtub
die	Formel/ -n	the formula
das	Klima/ -ta	the climate
die	Uhrzeit/ -en	the time of day
die	Literatur/ -en	the literature
die	Erziehung/ -en	the upbringing
der	BH/ -s	the bra
das	Obst	the fruit (no plural)
der	Hase/ -n/ -n	the hare, the rabbit
der	Notruf/ -e	the emergency phone call/ the distress call
der	Feierabend/ -e	the end of the work day
die	Kritik/ -en	the criticism
der	Senf/ -e	the mustard
der	Kaviar	the caviar (no plural)
die	Rückseite/ -n	the backside
die	Kreuzung/ -en	the junction, crossing, crossroads, intersection ('Übergang' or ...)
der	Handschuh/ -e	the glove
der	Rucksack/ -"e	the backpack
das	Drama/ die Dramen	the drama
der	Umgang/ -"e	the handling, dealings, contact
die	Vase/ -n	the vase
der	Schal/ -e or -s	the scarf
die	Nachbarin/ -nen	the female neighbour
die	Jeans/ -	the jeans
der	Triumph/ -e	the triumph
der	Terror/ -s	the terror
der	Schnurrbart/ -"e	the moustache
die	Spaghetti	the spaghetti (plural only)
der	Kalender/ -	the calendar
die	Patrouille/ -n	the patrol
die	Quittung/ -en	the receipt
die	Durchsage/ -n	the announcement (D_)
der	Strafzettel/ -	the traffic ticket
der	Ratschlag/ -"e	the advice, counsel (Rat, Beratung, ...)
der	Rechtsanwalt/ -"e	the male lawyer
die	Kellnerin/ -nen	the waitress
der	Inhalt/ -e	the content
die	Gewohnheit/ -en	the custom, the habit
der	Käufer/ -	the buyer
der	Betrag/ -"e	the amount, ('B_')
der	Terrorismus	the terrorism (no plural)
das	Element/ -e	the element
die	Milliarde/ -n	the billion
die	Seide	the silk (no plural)
der	Bildschirm/ -e	the monitor, the screen
die	Notaufnahme/ -n	the emergency room (hospital)
der	Gruß/ -"e	the salutation (singular), the regards (plural)
die	Jahreszeit/ -en	the season (Saison, ... )
die	Mathematik	the mathematics (no plural)
die	Höflichkeit/ -en	the courtesy
die	Spezialität/ -en	the specialty
die	Alliierten	the Allies (WWII) (plural only)
der	Anrufbeantworter/ -	the answering machine
der	Mitbewohner/ -	the housemate, the roommate
die	Wurst/ -"e	the sausage
das	Argument/ -e	the argument ('Ar_')
die	Umarmung/ -en	the hug, the embrace
der	Bund/ -"e	the association/ the league (B~)
das	Streichholz/ -"er	the wooden match (for lighting cigarettes, etc.)
der	Schweiß	the sweat (no plural)
die	Dauer	the duration (no plural)
die	Schüssel/ -n	the bowl
der	Geiger/ -	the male violinist
das	Geschwister/ -	the sibling
der	Kritiker/ -	the male critic
der	Haushalt/ -e	the household
die	Nachfrage/ -n	the demand (not 'F...')
der	Geiger/ -	the violinist ('Violinist' or ...)
der	Terrorist/ -en/ -en	the terrorist
die	Notiz/ -en	the note, memo, quote (stocks)
der	Gipfel/ -	the summit, the top
das	Weltall	the universe, outer space (no plural) (Universum, Weltraum, or ...)
die	Packung/ -en	the package, pack, packet (not 'das P...')
das	Drittel/ -	the third
der	Gastgeber/ -	the host
die	Unterhose/ -n	the underwear, underpants (not Unterwäsche)
die	Mittagspause/ -n	the lunch break
der	Feuerwehrmann/ -"er	the fireman
der	Gärtner/ -	the (male) gardener
die	Galerie/ -n	the gallery
der	Pfennig/ -e	the penny
das	Tennis	the tennis (no plural)
der	Damm/ -"e	the dam (not 'S...')
der	Abflug/ -"e	the departure (airplane)
der	Pullover/ -	the sweater (long form)
der	Comic/ -s	the comic
das	Armband/ -"er	the bracelet
die	Zahnbürste/ -n	the toothbrush
das	Phänomen/ -e	the phenomenon
das	Pflaster/ -	the plaster, the adhesive tape
das	Telefonbuch/ -"er	the telephone directory
die	Reihenfolge/ -n	the order, sequence, chronology
die	Fernbedienung/ -en	the remote control
die	Abfahrt/ -en	the departure (bus)
der	Sessel/ -	the armchair -"not Lehnstuhl"
das	Kondom/ -e	the condom
das	Formular/ -e	the blank form
das	Instrument/ -e	the instrument
das	Brötchen/ -	the (bread)roll
das	Exemplar/ -e	the copy (of a book, etc.)
das	Geschirr	the dishes, the dinnerware (no plural)
das	Chaos	chaos, mayhem, disorder
die	Galaxie/ -n	the galaxy
die	Klingel/ -n	the (door)bell
die	Bluse/ -n	the blouse
der	Konflikt/ -e	the conflict
die	Behörde/ -n	the authority (Autorität, ... )
der	Sekretär/ -e	the male secretary
der	Flugplatz/ -"e	the airfield
der	Orangensaft	the orange juice (no plural)
der	Mieter/ -	the renter
die	Ausstellung/ -en	the exhibition
der	Pudding/ -s	the pudding
der	Frost	the frost (no plural)
der	Klatsch	the gossip (no plural)
das	Popcorn	the popcorn (no plural)
die	Heizung/ -en	the (central) heating
die	Taschenlampe/ -n	the torch, the flashlight
der	Fels/ -en	the rock, crag, bluff (Felsen, or ...)
die	Physik	the physics (no plural)
der	Wecker/ -	the alarm clock
die	Biene/ -n	the bee
die	Diskette/ -n	the diskette
der	Kessel/ -	the boiler, cauldron, kettle
das	Outfit/ -s	the outfit (Anzug or ...)
der	Schilling/ -	the shilling (former Austrian currency)
der	Anschluss/ -"e	the connection (TV), port, terminal, line
der	Herd/ -e	the stove, oven, furnace, (Ofen, or ...)
das	Regal/ -e	the shelf
das	Semester/ -	the semester
die	Depression/ -en	the depression
die	Türkei	the Turkey (no plural)
das	Frühjahr/ -e	the spring (not Frühling)
die	Haustür/ -en	the front door
die	Erkältung/ -en	the common cold
der	Briefkasten/ -"	the mailbox
die	Industrie/ -n	the industry
der	Wohlstand	the prosperity, affluence (no plural)
die	Lupe/ -n	the magnifying glass, magnifier
der	Ski/ -er	the ski
die	Region/ -en	the region, county, area
der	Slip/ -s	the panties, the briefs
die	Ampel/ -n	the traffic light
die	Jugendliche/ -n	the female young person
der	Jugendliche/ -n	the male young person
die	Telefonzelle/ -n	the telephone booth
der	Klempner/ -	the plumber
der	Kanzler/ -	the male chancellor
der	Scanner/ -	the scanner
die	Stiefmutter/ -"	the stepmother
die	Investition/ -en	the investment
das	Arbeitszimmer/ -	the study (a room) ('Arbeitsraum' or ...)
der	Cousin/ -s	the male cousin
der	Kindergarten/ -"	the kindergarten
der	Vorwurf/ -"e	the reproach
der	Erzbischof/ -"e	the archbishop
der	Standort/ -e	the site, location, habitat
das	Maß/ -e	the measure, degree, extent, measurement
die	Sonnenbrille/ -n	the sun glasses
die	Zeichnung/ -en	the drawing
die	Erkenntnis/ -se	the insight, realisation, knowledge, recognition
die	Grausamkeit/ -en	the cruelty
die	Perspektive/ -n	the perspective
das	Getränk/ -e	the beverage
die	Schwägerin/ -nen	the sister-in-law
die	Verwendung/ -en	the usage, application, utilization ('V_')
der	Tierarzt/ -"e	the vet
die	Nuss/ -"e	the nut
der	Architekt/ -en/ -en	the architect
der	Verein/ -e	The Association, the club ('Club', 'Klub', ...)
die	Tonne/ -n	the ton, barrel, bin
das	Einkaufszentrum/ die Einkaufszentren	the shopping centre
das	Weihnachtsgeschenk/ -e	the Christmas present
der	Lumpen/ -	the rag
der	Aufsatz/ -"e	the essay, composition, article
das	Mehl	the flour (no plural)
das	Management/ -s	the management
der	Kanadier/ -	the Canadian person
die	Sowjetunion	the Soviet Union (no plural)
die	Schildkröte/ -n	the turtle, tortoise
die	Debatte/ -n	the debate
der	Dialog/ -e	the dialogue
die	Studie/ -n	the survey ('Umfrage', ... )
der	Schreck/ -e	the shock, fright, scare
die	Bedienung/ -en	the service in a restaurant, etc.
die	Veranstaltung/ -en	the event ('V_')
der	Forscher/ -	the researcher
der	Absatz/ -"e	the paragraph (Paragraph, ... )
der	Fußboden/ -"	the floor (not 'B...')
die	Verwaltung/ -en	the administration, maintenance (computer)
der	Arbeitgeber/ -	the employer
das	Kaufhaus/ -"er	the department store
das	Medikament/ -e	the drug, medicine, medicament
die	Bremse/ -n	the brake
das	Gleis/ -e	the train track, platform, rail, line
die	Hypothek/ -en	the mortgage
die	Terrasse/ -n	the terrace
der	Vorsitzende/ -n	the chairperson
der	Dom/ -e	the cathedral
der	Vulkan/ -e	the volcano
das	Niveau/ -s	the level ('N_')
die	Trompete/ -n	the trumpet
der	Filmstar/ -s	the filmstar
der	Stiefvater/ -"	the stepfather
das	Einkommen/ -	the income
das	Poster/ -	the poster
die	Enkelin/ -nen	the granddaughter
die	Gabel/ -n	the fork
das	Wachstum/ -"er	the growth
die	Dimension/ -en	the dimension
die	Aktentasche/ -n	the briefcase
die	Lehne/ -n	the rest: back rest, arm rest, etc.
das	Silvester/ -	the New Year's Eve
der	Designer/ -	the designer
der	Heimweg/ -e	the way home
der	Konzern/ -e	the concern
das	Wachs/ -e	the wax
der	Kopfhörer	the headphone
das	Haustier/ -e	the pet
das	Stockwerk/ -e	the floor of a multi-storey building (2 syllables)
der	Scheinwerfer/ -	the headlight, the floodlight
der	Pulli/ -s	the sweater (colloquial)
der	Oberst	the colonel
die	Taktik/ -en	the tactic, policy
die	Existenz/ -en	the existence (not 'S...')
der	Heiligabend/ -e	the Christmas Eve
der	Schreiber/ -	the clerk, scribe, writer
die	Künstlerin/ -nen	the female artist
die	Hausarbeit/ -en	the housework
die	Aufführung/ -en	the performance, recital
die	Architektur/ -en	the architecture
die	Mathe	the math (no plural)
das	Lenkrad/ -"er	the steering wheel ('L_')
das	Bündel/ -	the bundle
das	Ostern	the Easter (no plural)
die	Fassade/ -n	the facade
die	Cousine/ -n	the female cousin
die	Website/ -s	the website
die	Seide	the silk (no plural)
die	Beleuchtung/ -en	the lighting
der	Kronleuchter/ -	the chandelier
das	Abendbrot/ -e	the supper ('Abendessen' or ...)
der	Dachboden/ -"	the attic
das	Seminar/ -e	the seminar
der	Punk/ -s	the punk
die	Eigenschaft/ -en	the feature, property, characteristic, trait ('E_')
die	Diebin/ -nen	the female thief
der	Leser/ -	the reader
die	Malerei	The act of painting (no plural)
der	Matrose/ -n/ -n	the sailor
die	Mehrheit/ -en	the majority ('Mehrzahl,' 'Großteil' or ... 'M_')
die	Hausfrau/ -en	the housewife
der	Lebensunterhalt	means of subsistence, livelihood, one's living (no plural)
der	Kandidat/ -en/ -en	the candidate
die	Darstellung/ -en	the presentation, representation, display
die	Freundlichkeit	the friendliness (no plural)
die	Banane/ -n	the banana
das	Nachthemd/ -en	the nightgown, night-dress, nightshirt
der	Elefant/ -en/ -en	the elephant
das	Einhorn/ -"er	the unicorn
der	Feiertag/ -e	the public holiday ('Festtag' or ...)
die	Tablette/ -n	the pill, the tablet (Pille or ...)
das	Parlament/ -e	the parliament
der	Schiedsrichter/ -	the referee
die	Auskunft/ -"e	the information ('A_')
der	Arbeitsplatz/ -"e	the place of work
der	Ochse/ -n	the ox
der	Tourist/ -en/ -en	the tourist
die	Chefin/ -nen	the female boss
die	Grundschule/ -n	the elementary school, primary school
die	Krankenpflege	the nursing (no plural)
der	Entwurf/ -"e	the draft, outline, blueprint, design, plan
die	Klippe/ -n	the cliff
das	Teleskop/ -e	the telescope
das	Fax/ -e	the fax
die	Software/ -s	the software
die	Polizistin/ -nen	the female police officer
der	Gummi/ -s	the rubber (ambiguous meaning)
der	Sekt	sparkling wine, bubbly (no plural)
die	Postkarte/ -n	the postcard
die	Marmelade/ -n	the jam, jelly
der	Karton/ -s	cardboard, carton
der	Schwan/ -"e	the swan
der	Teilnehmer/ -	the participant
die	Schnecke/ -n	the snail
die	Planung/ -en	the planning
die	Jüdin/ -nen	the female Jew
der	Campus/ -	the campus
der	Ellbogen/ -	the elbow
die	Schwiegermutter/ -"	the mother-in-law
der	Durchschnitt/ -e	the average
die	Vorlesung/ -en	the lecture, course (series of readings), reading (from a book) ('Vortrag' or ...)
der	Bleistift/ -e	the pencil
die	Flöte/ -n	the flute, whistle
der	Nordpol	the North Pole (no plural)
der	Lebenslauf/ -"e	the résumé, curriculum vitae, course of life
die	Kundin/ -nen	the female customer
die	Biologie	the biology (no plural)
die	Sensation/ -en	the sensation
die	Ausfahrt/ -en	the interstate / highway exit
die	Lippe/ -n	the lip
die	Alarmanlage/ -n	the alarm system
das	Notizbuch/ -"er	the diary, notebook
die	Institution/ -en	the institution
der	Stau/ -e	the congestion, traffic jam
der	Haarschnitt/ -e	the haircut
die	Einfahrt/ -en	the entrance to a highway, driveway
das	Schlagzeug/ -e	the drum set, percussion
der	Witwer/ -	the widower
das	Theaterstück/ -e	the theatrical play
der	Metzger/ -	the butcher ('M_')
der	Vegetarier/ -	the vegetarian
das	Wörterbuch/ -"er	the dictionary
der	Regenschirm/ -e	the umbrella
das	Mineralwasser/ -"	the mineral water (Sprudel, ... )
die	Wiese/ -n	the meadow, pasture (not Flur)
der	Geschäftspartner/ -	the business partner
das	Shampoo/ -s	the shampoo
der	Pfeffer	the pepper (no plural)
die	Waschmaschine/ -n	the washing machine
die	Speisekarte/ -n	the menu
der	Einwanderer/ -	the immigrant ('E_')
der	Mülleimer/ -	the dustbin, the garbage can (not 'A...')
die	Lebensversicherung/ -en	the life insurance
die	Theke/ -n	the bar (in a pub)/ the counter
die	Finanzen	the finances (plural only)
der	Krug/ -"e	the jug
die	Besserung/ -en	the improvement
der	Reißverschluss/ -"e	the zipper
die	Panne/ -n	the failure, the breakdown ('P_')
der	Kontinent/ -e	the continent
der	Schwiegervater/ -"	the father-in-law
die	Aktivität/ -en	the activity
das	Geburtstagsgeschenk/ -e	the birthday present
der	Mitbürger/ -	the fellow citizen
die	Shorts	the shorts (plural only)
die	Salami/ -s	the salami
die	Zahnpasta	the toothpaste (no plural)
die	Belastung/ -en	the burden, strain, load, charge (finance)
die	Kollegin/ -nen	the female colleague
die	Reklame/ -n	the advertisement (R...)
die	Reparatur/ -en	the repair
die	Fremdsprache/ -n	the foreign language
die	DDR	GDR (no plural)
das	Pfand/ -e	the collateral (for a loan) mortgage
der	Schneesturm/ -"e	the snowstorm
die	Definition/ -en	the definition
der	Schlafanzug/ -"e	the pajamas
der	Gutschein/ -e	the voucher, coupon, token
die	Serviette/ -n	the napkin
die	Sauna/ -s	the sauna
das	Konsulat/ -e	the consulate
die	Kartoffel/ -n	the potato
das	Treppenhaus/ -"er	the staircase
die	Hochschule/ -n	the college, the university (not C..., not U... )
der	Schnabel/ -"	the mouth (slang) ('S_')
der	Toaster/ -	the toaster
das	Gymnasium/ die Gymnasien	the nine-year school prior to higher education
das	Taschengeld/ -er	the pocket money
der	Vormittag/ -e	the morning ('V_')
die	Überwachung/ -en	surveillance, monitoring, supervision, stakeout ('Ü_)
die	Beerdigung/ -en	the funeral, burial, interment
der	Ablauf/ -"e	the procedure, expiration
die	Quote/ -n	Quote (citation), (price quote), the rate
das	Porträt/ -s	the portrait
der	Bürgersteig/ -e	the pavement, the sidewalk
das	Ehepaar/ -e	the married couple
die	Waage/ -n	the scale, scales (weight)
der	Schlips/ -e	the tie ('S_')
der	Schaffner/ -	the ticket collector (on a train)
der	Lehrling/ -e	the apprentice ('L_')
der	Alltag	the daily routine (no plural)
der	Millimeter	the millimeter (no plural)
das	Kalb/ -"er	the calf (animal)
das	Getue	the fuss, commotion, carrying on about something (no plural) (not 'Aufregung')
der	Bäcker/ -	the baker
das	Kamel/ -e	the camel
der	Faktor/ -en	the factor
die	Säge/ -n	the saw
der	Drucker/ -	the printer
der	Vorgang/ -"e	the process, event, procedure (not 'Verfahren')
die	Landkarte/ -n	the map ('L_')
der	Verlag/ -e	the publisher, Publishing house
die	Diktatur/ -en	the dictatorship
der	Paragraph/ -en/ -en	the paragraph (Absatz, ... )
der	Anfang/ -"e	the beginning ('A_')
der	Versuch/ -e	the attempt
der	Präsident/ -en/ -en	the president
die	Person/ -en	the person (not 'Mensch')
der	Monat/ -e	the month
die	Ukraine	the Ukraine (no plural)
die	Wichtigkeit	the importance (no plural)
das	Abteil/ -e	the compartment, section, cabin (not ...ung)
der	Stammbaum/ -"e	pedigree, bloodline, genealogy, family tree
das	Koffein	the caffeine (no plural)
die	Großeltern	the grandparents (plural only)
die	Disco/ -s	the disco
die	Baustelle/ -n	the site, building site, construction site, jobsite
der	Umfang/ -"e	the extent, scope, range, perimeter, circumference
der	Zwilling/ -e	the twin
die	Viertelstunde/ -n	the quarter hour
die	Wartezeit/ -en	the waiting period
die	Blockade/ -n	the blockade
der	Ausschnitt/ -e	the cleavage (blouse), extract, excerpt, neckline, snippet, section, clipping
die	Bäckerei/ -en	the bakery
der	Staubsauger/ -	the vacuum cleaner
die	Pfanne/ -n	the pan
der	Aufbau/ -ten	the construction
die	Bedrohung/ -en	the threat, menace, intimidation
der	Nichtsnutz/ -e	the good-for-nothing (noun)
die	Tätigkeit/ -en	the activity, occupation, task
die	Buchhandlung/ -en	the bookshop, the bookstore (not Buchladen)
die	Umfrage/ -n	the survey, the poll ('Studie', ... )
der	Lebensstil/ -e	the life style
das	Hundefutter	the dog food (no plural)
der	Elektriker/ -	the electrician (not 'Elektroinstallateur')
der	Lachs/ -e	the salmon
die	Skulptur/ -en	the sculpture
das	Klopapier/ -e	the toilet paper ('K...')
das	Postamt/ -"er	the post office (not "Post")
die	Olive/ -n	the olive
der	Reisende/ -n	the traveler
das	Thermometer/ -	the thermometer
der	Zeitraum/ -"e	the period of time, era, epoch (Epoche, Zeitalter, or ...)
das	Heft/ -e	the notebook, booklet, heft (weight), book, magazine
die	Kommode/ -n	the dresser, the chest of drawers
der	Grieche/ -n	the male Greek person
die	Antike	the antiquity (era), ancient times, ancient world
der	Abgeordnete/ -n	the deputy, representative, delegate
der	Briefträger/ -	the mail carrier
der	Komponist/ -en/ -en	the male composer
der	Urgroßvater/ -"	the great grandfather
der	Acker/ -"	the (arable) field, acre
die	Vorlage/ -n	the template, original, model, presentation
der	Umweltschützer/ -	the environmentalist
der	Teddybär/ -en/ -en	the teddy bear
das	Klassenzimmer/ -	the classroom
der	Schnupfen/ -	the head cold (runny nose)
das	Kraftwerk/ -e	the power station (Elektrizitätswerk, or ...)
der	Rotwein/ -e	the red wine
die	Zensur/ -en	the censorship/ the grade/ the mark (education)
die	Zugabe/ -n	the encore, bonus, addition
